event,gender,age_group,min_age,max_age,value,points
Sprint-Drag-Carry,Female,27-31,27,31,132.0,93
Sprint-Drag-Carry,Male,32-36,32,36,104.0,93
Sprint-Drag-Carry,Female,32-36,32,36,135.0,93
Sprint-Drag-Carry,Male,37-41,37,41,108.0,93
Sprint-Drag-Carry,Female,37-41,37,41,140.0,93
Sprint-Drag-Carry,Male,42-46,42,46,112.0,93
Sprint-Drag-Carry,Female,42-46,42,46,145.0,93
Sprint-Drag-Carry,Male,47-51,47,51,119.0,93
Sprint-Drag-Carry,Female,47-51,47,51,151.0,93
Sprint-Drag-Carry,Male,52-56,52,56,126.0,93
Sprint-Drag-Carry,Female,52-56,52,56,160.0,93
Sprint-Drag-Carry,Male,57-61,57,61,133.0,93
Sprint-Drag-Carry,Female,57-61,57,61,166.0,93
Sprint-Drag-Carry,Male,Over 62,62,100,136.0,93
Sprint-Drag-Carry,Female,Over 62,62,100,166.0,93
Sprint-Drag-Carry,Male,17-21,17,21,101.0,92
Sprint-Drag-Carry,Female,17-21,17,21,133.0,92
Sprint-Drag-Carry,Male,22-26,22,26,101.0,92
Sprint-Drag-Carry,Female,22-26,22,26,132.0,92
Sprint-Drag-Carry,Male,27-31,27,31,102.0,92
Sprint-Drag-Carry,Female,27-31,27,31,133.0,92
Sprint-Drag-Carry,Male,32-36,32,36,105.0,92
Sprint-Drag-Carry,Female,32-36,32,36,137.0,92
Sprint-Drag-Carry,Male,37-41,37,41,109.0,92
Sprint-Drag-Carry,Female,37-41,37,41,141.0,92
Sprint-Drag-Carry,Male,42-46,42,46,113.0,92
Sprint-Drag-Carry,Female,42-46,42,46,147.0,92
Sprint-Drag-Carry,Male,47-51,47,51,120.0,92
Sprint-Drag-Carry,Female,47-51,47,51,153.0,92
Sprint-Drag-Carry,Male,52-56,52,56,127.0,92
Sprint-Drag-Carry,Female,52-56,52,56,161.0,92
Sprint-Drag-Carry,Male,57-61,57,61,135.0,92
Sprint-Drag-Carry,Female,57-61,57,61,168.0,92
Sprint-Drag-Carry,Male,Over 62,62,100,136.0,92
Sprint-Drag-Carry,Female,Over 62,62,100,168.0,92
Sprint-Drag-Carry,Male,17-21,17,21,102.0,91
Sprint-Drag-Carry,Female,17-21,17,21,134.0,91
Sprint-Drag-Carry,Male,22-26,22,26,102.0,91
Sprint-Drag-Carry,Female,22-26,22,26,133.0,91
Sprint-Drag-Carry,Male,27-31,27,31,103.0,91
Sprint-Drag-Carry,Female,27-31,27,31,135.0,91
Sprint-Drag-Carry,Male,32-36,32,36,106.0,91
Sprint-Drag-Carry,Female,32-36,32,36,138.0,91
Sprint-Drag-Carry,Male,37-41,37,41,110.0,91
Sprint-Drag-Carry,Female,37-41,37,41,143.0,91
Sprint-Drag-Carry,Male,42-46,42,46,114.0,91
Sprint-Drag-Carry,Female,42-46,42,46,148.0,91
Sprint-Drag-Carry,Male,47-51,47,51,121.0,91
Sprint-Drag-Carry,Female,47-51,47,51,155.0,91
Sprint-Drag-Carry,Male,52-56,52,56,129.0,91
Sprint-Drag-Carry,Female,52-56,52,56,162.0,91
Sprint-Drag-Carry,Male,57-61,57,61,136.0,91
Sprint-Drag-Carry,Female,57-61,57,61,172.0,91
Sprint-Drag-Carry,Male,Over 62,62,100,136.0,91
Sprint-Drag-Carry,Female,Over 62,62,100,172.0,91
Sprint-Drag-Carry,Male,17-21,17,21,103.0,90
Sprint-Drag-Carry,Female,17-21,17,21,136.0,90
Sprint-Drag-Carry,Male,22-26,22,26,103.0,90
Sprint-Drag-Carry,Female,22-26,22,26,135.0,90
Sprint-Drag-Carry,Male,27-31,27,31,105.0,90
Sprint-Drag-Carry,Female,27-31,27,31,136.0,90
Sprint-Drag-Carry,Male,32-36,32,36,108.0,90
Sprint-Drag-Carry,Female,32-36,32,36,140.0,90
Sprint-Drag-Carry,Male,37-41,37,41,112.0,90
Sprint-Drag-Carry,Female,37-41,37,41,145.0,90
Sprint-Drag-Carry,Male,42-46,42,46,116.0,90
Sprint-Drag-Carry,Female,42-46,42,46,150.0,90
Sprint-Drag-Carry,Male,47-51,47,51,122.0,90
Sprint-Drag-Carry,Female,47-51,47,51,157.0,90
Sprint-Drag-Carry,Male,52-56,52,56,130.0,90
Sprint-Drag-Carry,Female,52-56,52,56,164.0,90
Sprint-Drag-Carry,Male,57-61,57,61,137.0,90
Sprint-Drag-Carry,Female,57-61,57,61,174.0,90
Sprint-Drag-Carry,Male,Over 62,62,100,136.0,90
Sprint-Drag-Carry,Female,Over 62,62,100,174.0,90
Sprint-Drag-Carry,Male,17-21,17,21,104.0,89
Sprint-Drag-Carry,Female,17-21,17,21,137.0,89
Sprint-Drag-Carry,Male,22-26,22,26,104.0,89
Sprint-Drag-Carry,Female,22-26,22,26,136.0,89
Sprint-Drag-Carry,Male,27-31,27,31,106.0,89
Sprint-Drag-Carry,Female,27-31,27,31,138.0,89
Sprint-Drag-Carry,Male,32-36,32,36,109.0,89
Sprint-Drag-Carry,Female,32-36,32,36,141.0,89
Sprint-Drag-Carry,Male,37-41,37,41,113.0,89
Sprint-Drag-Carry,Female,37-41,37,41,146.0,89
Sprint-Drag-Carry,Male,42-46,42,46,117.0,89
Sprint-Drag-Carry,Female,42-46,42,46,151.0,89
Sprint-Drag-Carry,Male,47-51,47,51,123.0,89
Sprint-Drag-Carry,Female,47-51,47,51,158.0,89
Sprint-Drag-Carry,Male,52-56,52,56,131.0,89
Sprint-Drag-Carry,Female,52-56,52,56,165.0,89
Sprint-Drag-Carry,Male,57-61,57,61,139.0,89
Sprint-Drag-Carry,Female,57-61,57,61,175.0,89
Sprint-Drag-Carry,Male,Over 62,62,100,137.0,89
Sprint-Drag-Carry,Female,Over 62,62,100,175.0,89
Sprint-Drag-Carry,Male,17-21,17,21,105.0,88
Sprint-Drag-Carry,Female,17-21,17,21,138.0,88
Sprint-Drag-Carry,Male,22-26,22,26,105.0,88
Sprint-Drag-Carry,Female,22-26,22,26,138.0,88
Sprint-Drag-Carry,Male,27-31,27,31,107.0,88
Sprint-Drag-Carry,Female,27-31,27,31,139.0,88
Sprint-Drag-Carry,Male,32-36,32,36,110.0,88
Sprint-Drag-Carry,Female,32-36,32,36,143.0,88
Sprint-Drag-Carry,Male,37-41,37,41,114.0,88
Sprint-Drag-Carry,Female,37-41,37,41,147.0,88
Sprint-Drag-Carry,Male,42-46,42,46,118.0,88
Sprint-Drag-Carry,Female,42-46,42,46,153.0,88
Sprint-Drag-Carry,Male,47-51,47,51,125.0,88
Sprint-Drag-Carry,Female,47-51,47,51,160.0,88
Sprint-Drag-Carry,Male,52-56,52,56,133.0,88
Sprint-Drag-Carry,Female,52-56,52,56,166.0,88
Sprint-Drag-Carry,Male,57-61,57,61,140.0,88
Sprint-Drag-Carry,Female,57-61,57,61,177.0,88
Sprint-Drag-Carry,Male,Over 62,62,100,138.0,88
Sprint-Drag-Carry,Female,Over 62,62,100,177.0,88
Sprint-Drag-Carry,Male,17-21,17,21,106.0,87
Sprint-Drag-Carry,Female,17-21,17,21,140.0,87
Sprint-Drag-Carry,Male,22-26,22,26,106.0,87
Sprint-Drag-Carry,Female,22-26,22,26,140.0,87
Sprint-Drag-Carry,Male,27-31,27,31,108.0,87
Sprint-Drag-Carry,Female,27-31,27,31,140.0,87
Sprint-Drag-Carry,Male,32-36,32,36,111.0,87
Sprint-Drag-Carry,Female,32-36,32,36,144.0,87
Sprint-Drag-Carry,Male,37-41,37,41,115.0,87
Sprint-Drag-Carry,Female,37-41,37,41,149.0,87
Sprint-Drag-Carry,Male,42-46,42,46,119.0,87
Sprint-Drag-Carry,Female,42-46,42,46,155.0,87
Sprint-Drag-Carry,Male,47-51,47,51,126.0,87
Sprint-Drag-Carry,Female,47-51,47,51,161.0,87
Sprint-Drag-Carry,Male,52-56,52,56,134.0,87
Sprint-Drag-Carry,Female,52-56,52,56,168.0,87
Sprint-Drag-Carry,Male,57-61,57,61,141.0,87
Sprint-Drag-Carry,Female,57-61,57,61,178.0,87
Sprint-Drag-Carry,Male,Over 62,62,100,139.0,87
Sprint-Drag-Carry,Female,Over 62,62,100,178.0,87
Sprint-Drag-Carry,Male,17-21,17,21,107.0,86
Sprint-Drag-Carry,Female,17-21,17,21,141.0,86
Sprint-Drag-Carry,Male,22-26,22,26,107.0,86
Sprint-Drag-Carry,Female,22-26,22,26,141.0,86
Sprint-Drag-Carry,Male,27-31,27,31,109.0,86
Sprint-Drag-Carry,Female,27-31,27,31,142.0,86
Sprint-Drag-Carry,Male,32-36,32,36,112.0,86
Sprint-Drag-Carry,Female,32-36,32,36,146.0,86
Sprint-Drag-Carry,Male,37-41,37,41,116.0,86
Sprint-Drag-Carry,Female,37-41,37,41,150.0,86
Sprint-Drag-Carry,Male,42-46,42,46,120.0,86
Sprint-Drag-Carry,Female,42-46,42,46,156.0,86
Sprint-Drag-Carry,Male,47-51,47,51,127.0,86
Sprint-Drag-Carry,Female,47-51,47,51,162.0,86
Sprint-Drag-Carry,Male,52-56,52,56,135.0,86
Sprint-Drag-Carry,Female,52-56,52,56,170.0,86
Sprint-Drag-Carry,Male,57-61,57,61,142.0,86
Sprint-Drag-Carry,Female,57-61,57,61,179.0,86
Sprint-Drag-Carry,Male,Over 62,62,100,140.0,86
Sprint-Drag-Carry,Female,Over 62,62,100,179.0,86
Sprint-Drag-Carry,Male,17-21,17,21,108.0,85
Sprint-Drag-Carry,Female,17-21,17,21,142.0,85
Sprint-Drag-Carry,Male,22-26,22,26,108.0,85
Sprint-Drag-Carry,Female,22-26,22,26,142.0,85
Sprint-Drag-Carry,Male,27-31,27,31,110.0,85
Sprint-Drag-Carry,Female,27-31,27,31,143.0,85
Sprint-Drag-Carry,Male,32-36,32,36,113.0,85
Sprint-Drag-Carry,Female,32-36,32,36,147.0,85
Sprint-Drag-Carry,Male,37-41,37,41,117.0,85
Sprint-Drag-Carry,Female,37-41,37,41,151.0,85
Sprint-Drag-Carry,Male,42-46,42,46,121.0,85
Sprint-Drag-Carry,Female,42-46,42,46,157.0,85
Sprint-Drag-Carry,Male,47-51,47,51,128.0,85
Sprint-Drag-Carry,Female,47-51,47,51,164.0,85
Sprint-Drag-Carry,Male,52-56,52,56,136.0,85
Sprint-Drag-Carry,Female,52-56,52,56,171.0,85
Sprint-Drag-Carry,Male,57-61,57,61,143.0,85
Sprint-Drag-Carry,Female,57-61,57,61,180.0,85
Sprint-Drag-Carry,Male,Over 62,62,100,141.0,85
Sprint-Drag-Carry,Female,Over 62,62,100,180.0,85
Sprint-Drag-Carry,Male,17-21,17,21,109.0,84
Sprint-Drag-Carry,Female,17-21,17,21,143.0,84
Sprint-Drag-Carry,Male,22-26,22,26,109.0,84
Sprint-Drag-Carry,Female,22-26,22,26,143.0,84
Sprint-Drag-Carry,Male,27-31,27,31,111.0,84
Sprint-Drag-Carry,Female,27-31,27,31,144.0,84
Sprint-Drag-Carry,Male,32-36,32,36,114.0,84
Sprint-Drag-Carry,Female,32-36,32,36,148.0,84
Sprint-Drag-Carry,Male,37-41,37,41,118.0,84
Sprint-Drag-Carry,Female,37-41,37,41,152.0,84
Sprint-Drag-Carry,Male,42-46,42,46,122.0,84
Sprint-Drag-Carry,Female,42-46,42,46,158.0,84
Sprint-Drag-Carry,Male,47-51,47,51,129.0,84
Sprint-Drag-Carry,Female,47-51,47,51,165.0,84
Sprint-Drag-Carry,Male,52-56,52,56,137.0,84
Sprint-Drag-Carry,Female,52-56,52,56,172.0,84
Sprint-Drag-Carry,Male,57-61,57,61,144.0,84
Sprint-Drag-Carry,Female,57-61,57,61,181.0,84
Sprint-Drag-Carry,Male,Over 62,62,100,142.0,84
Sprint-Drag-Carry,Female,Over 62,62,100,181.0,84
Sprint-Drag-Carry,Male,17-21,17,21,110.0,83
Sprint-Drag-Carry,Female,17-21,17,21,144.0,83
Sprint-Drag-Carry,Male,22-26,22,26,110.0,83
Sprint-Drag-Carry,Female,22-26,22,26,145.0,83
Sprint-Drag-Carry,Male,27-31,27,31,112.0,83
Sprint-Drag-Carry,Female,27-31,27,31,146.0,83
Sprint-Drag-Carry,Male,32-36,32,36,115.0,83
Sprint-Drag-Carry,Female,32-36,32,36,150.0,83
Sprint-Drag-Carry,Male,37-41,37,41,119.0,83
Sprint-Drag-Carry,Female,37-41,37,41,154.0,83
Sprint-Drag-Carry,Male,42-46,42,46,124.0,83
Sprint-Drag-Carry,Female,42-46,42,46,160.0,83
Sprint-Drag-Carry,Male,47-51,47,51,130.0,83
Sprint-Drag-Carry,Female,47-51,47,51,166.0,83
Sprint-Drag-Carry,Male,52-56,52,56,139.0,83
Sprint-Drag-Carry,Female,52-56,52,56,174.0,83
Sprint-Drag-Carry,Male,57-61,57,61,146.0,83
Sprint-Drag-Carry,Female,57-61,57,61,182.0,83
Sprint-Drag-Carry,Male,Over 62,62,100,143.0,83
Sprint-Drag-Carry,Female,Over 62,62,100,182.0,83
Sprint-Drag-Carry,Male,17-21,17,21,111.0,82
Sprint-Drag-Carry,Female,17-21,17,21,145.0,82
Sprint-Drag-Carry,Male,22-26,22,26,111.0,82
Sprint-Drag-Carry,Female,22-26,22,26,146.0,82
Sprint-Drag-Carry,Male,27-31,27,31,113.0,82
Sprint-Drag-Carry,Female,27-31,27,31,147.0,82
Sprint-Drag-Carry,Male,32-36,32,36,116.0,82
Sprint-Drag-Carry,Female,32-36,32,36,151.0,82
Sprint-Drag-Carry,Male,37-41,37,41,120.0,82
Sprint-Drag-Carry,Female,37-41,37,41,155.0,82
Sprint-Drag-Carry,Male,42-46,42,46,125.0,82
Sprint-Drag-Carry,Female,42-46,42,46,161.0,82
Sprint-Drag-Carry,Male,47-51,47,51,132.0,82
Sprint-Drag-Carry,Female,47-51,47,51,167.0,82
Sprint-Drag-Carry,Male,52-56,52,56,140.0,82
Sprint-Drag-Carry,Female,52-56,52,56,175.0,82
Sprint-Drag-Carry,Male,57-61,57,61,147.0,82
Sprint-Drag-Carry,Female,57-61,57,61,183.0,82
Sprint-Drag-Carry,Male,Over 62,62,100,144.0,82
Sprint-Drag-Carry,Female,Over 62,62,100,183.0,82
Sprint-Drag-Carry,Male,17-21,17,21,112.0,81
Sprint-Drag-Carry,Female,17-21,17,21,146.0,81
Sprint-Drag-Carry,Male,22-26,22,26,112.0,81
Sprint-Drag-Carry,Female,22-26,22,26,147.0,81
Sprint-Drag-Carry,Male,27-31,27,31,114.0,81
Sprint-Drag-Carry,Female,27-31,27,31,148.0,81
Sprint-Drag-Carry,Male,32-36,32,36,117.0,81
Sprint-Drag-Carry,Female,32-36,32,36,152.0,81
Sprint-Drag-Carry,Male,37-41,37,41,121.0,81
Sprint-Drag-Carry,Female,37-41,37,41,156.0,81
Sprint-Drag-Carry,Male,42-46,42,46,126.0,81
Sprint-Drag-Carry,Female,42-46,42,46,162.0,81
Sprint-Drag-Carry,Male,47-51,47,51,133.0,81
Sprint-Drag-Carry,Female,47-51,47,51,168.0,81
Sprint-Drag-Carry,Male,52-56,52,56,141.0,81
Sprint-Drag-Carry,Female,52-56,52,56,177.0,81
Sprint-Drag-Carry,Male,57-61,57,61,148.0,81
Sprint-Drag-Carry,Female,57-61,57,61,184.0,81
Sprint-Drag-Carry,Male,Over 62,62,100,147.0,81
Sprint-Drag-Carry,Female,Over 62,62,100,184.0,81
Sprint-Drag-Carry,Male,17-21,17,21,113.0,80
Sprint-Drag-Carry,Female,17-21,17,21,148.0,80
Sprint-Drag-Carry,Male,22-26,22,26,113.0,80
Sprint-Drag-Carry,Female,22-26,22,26,149.0,80
Sprint-Drag-Carry,Male,27-31,27,31,115.0,80
Sprint-Drag-Carry,Female,27-31,27,31,149.0,80
Sprint-Drag-Carry,Male,32-36,32,36,118.0,80
Sprint-Drag-Carry,Female,32-36,32,36,154.0,80
Sprint-Drag-Carry,Male,37-41,37,41,122.0,80
Sprint-Drag-Carry,Female,37-41,37,41,158.0,80
Sprint-Drag-Carry,Male,42-46,42,46,127.0,80
Sprint-Drag-Carry,Female,42-46,42,46,164.0,80
Sprint-Drag-Carry,Male,47-51,47,51,134.0,80
Sprint-Drag-Carry,Female,47-51,47,51,170.0,80
Sprint-Drag-Carry,Male,52-56,52,56,143.0,80
Sprint-Drag-Carry,Female,52-56,52,56,178.0,80
Sprint-Drag-Carry,Male,57-61,57,61,149.0,80
Sprint-Drag-Carry,Female,57-61,57,61,187.0,80
Sprint-Drag-Carry,Male,Over 62,62,100,152.0,80
Sprint-Drag-Carry,Female,Over 62,62,100,187.0,80
Sprint-Drag-Carry,Male,17-21,17,21,114.0,79
Sprint-Drag-Carry,Female,17-21,17,21,149.0,79
Sprint-Drag-Carry,Male,22-26,22,26,114.0,79
Sprint-Drag-Carry,Female,22-26,22,26,150.0,79
Sprint-Drag-Carry,Male,27-31,27,31,116.0,79
Sprint-Drag-Carry,Female,27-31,27,31,150.0,79
Sprint-Drag-Carry,Male,32-36,32,36,119.0,79
Sprint-Drag-Carry,Female,32-36,32,36,155.0,79
Sprint-Drag-Carry,Male,37-41,37,41,123.0,79
Sprint-Drag-Carry,Female,37-41,37,41,159.0,79
Sprint-Drag-Carry,Male,42-46,42,46,128.0,79
Sprint-Drag-Carry,Female,42-46,42,46,165.0,79
Sprint-Drag-Carry,Male,47-51,47,51,135.0,79
Sprint-Drag-Carry,Female,47-51,47,51,171.0,79
Sprint-Drag-Carry,Male,52-56,52,56,143.0,79
Sprint-Drag-Carry,Female,52-56,52,56,179.0,79
Sprint-Drag-Carry,Male,57-61,57,61,150.0,79
Sprint-Drag-Carry,Female,57-61,57,61,188.0,79
Sprint-Drag-Carry,Male,Over 62,62,100,153.0,79
Sprint-Drag-Carry,Female,Over 62,62,100,188.0,79
Sprint-Drag-Carry,Male,17-21,17,21,115.0,78
Sprint-Drag-Carry,Female,17-21,17,21,150.0,78
Sprint-Drag-Carry,Male,22-26,22,26,115.0,78
Sprint-Drag-Carry,Female,22-26,22,26,151.0,78
Sprint-Drag-Carry,Male,27-31,27,31,117.0,78
Sprint-Drag-Carry,Female,27-31,27,31,151.0,78
Sprint-Drag-Carry,Male,32-36,32,36,120.0,78
Sprint-Drag-Carry,Female,32-36,32,36,156.0,78
Sprint-Drag-Carry,Male,37-41,37,41,124.0,78
Sprint-Drag-Carry,Female,37-41,37,41,160.0,78
Sprint-Drag-Carry,Male,42-46,42,46,129.0,78
Sprint-Drag-Carry,Female,42-46,42,46,166.0,78
Sprint-Drag-Carry,Male,47-51,47,51,136.0,78
Sprint-Drag-Carry,Female,47-51,47,51,172.0,78
Sprint-Drag-Carry,Male,52-56,52,56,145.0,78
Sprint-Drag-Carry,Female,52-56,52,56,180.0,78
Sprint-Drag-Carry,Male,57-61,57,61,151.0,78
Sprint-Drag-Carry,Female,57-61,57,61,189.0,78
Sprint-Drag-Carry,Male,Over 62,62,100,155.0,78
Sprint-Drag-Carry,Female,Over 62,62,100,189.0,78
Sprint-Drag-Carry,Male,17-21,17,21,116.0,77
Sprint-Drag-Carry,Female,17-21,17,21,151.0,77
Sprint-Drag-Carry,Male,22-26,22,26,116.0,77
Sprint-Drag-Carry,Female,22-26,22,26,152.0,77
Sprint-Drag-Carry,Male,27-31,27,31,118.0,77
Sprint-Drag-Carry,Female,27-31,27,31,152.0,77
Sprint-Drag-Carry,Male,32-36,32,36,121.0,77
Sprint-Drag-Carry,Female,32-36,32,36,157.0,77
Sprint-Drag-Carry,Male,37-41,37,41,125.0,77
Sprint-Drag-Carry,Female,37-41,37,41,162.0,77
Sprint-Drag-Carry,Male,42-46,42,46,130.0,77
Sprint-Drag-Carry,Female,42-46,42,46,167.0,77
Sprint-Drag-Carry,Male,47-51,47,51,137.0,77
Sprint-Drag-Carry,Female,47-51,47,51,174.0,77
Sprint-Drag-Carry,Male,52-56,52,56,146.0,77
Sprint-Drag-Carry,Female,52-56,52,56,182.0,77
Sprint-Drag-Carry,Male,57-61,57,61,153.0,77
Sprint-Drag-Carry,Female,57-61,57,61,191.0,77
Sprint-Drag-Carry,Male,Over 62,62,100,156.0,77
Sprint-Drag-Carry,Female,Over 62,62,100,191.0,77
Sprint-Drag-Carry,Male,17-21,17,21,117.0,76
Sprint-Drag-Carry,Female,17-21,17,21,153.0,76
Sprint-Drag-Carry,Male,22-26,22,26,118.0,76
Sprint-Drag-Carry,Female,22-26,22,26,154.0,76
Sprint-Drag-Carry,Male,27-31,27,31,119.0,76
Sprint-Drag-Carry,Female,27-31,27,31,154.0,76
Sprint-Drag-Carry,Male,32-36,32,36,122.0,76
Sprint-Drag-Carry,Female,32-36,32,36,159.0,76
Sprint-Drag-Carry,Male,37-41,37,41,127.0,76
Sprint-Drag-Carry,Female,37-41,37,41,163.0,76
Sprint-Drag-Carry,Male,42-46,42,46,132.0,76
Sprint-Drag-Carry,Female,42-46,42,46,169.0,76
Sprint-Drag-Carry,Male,47-51,47,51,139.0,76
Sprint-Drag-Carry,Female,47-51,47,51,176.0,76
Sprint-Drag-Carry,Male,52-56,52,56,148.0,76
Sprint-Drag-Carry,Female,52-56,52,56,185.0,76
Sprint-Drag-Carry,Male,57-61,57,61,155.0,76
Sprint-Drag-Carry,Female,57-61,57,61,197.0,76
Sprint-Drag-Carry,Male,Over 62,62,100,158.0,76
Sprint-Drag-Carry,Female,Over 62,62,100,197.0,76
Sprint-Drag-Carry,Male,17-21,17,21,118.0,75
Sprint-Drag-Carry,Female,17-21,17,21,154.0,75
Sprint-Drag-Carry,Male,22-26,22,26,119.0,75
Sprint-Drag-Carry,Female,22-26,22,26,155.0,75
Sprint-Drag-Carry,Male,27-31,27,31,120.0,75
Sprint-Drag-Carry,Female,27-31,27,31,156.0,75
Sprint-Drag-Carry,Male,32-36,32,36,123.0,75
Sprint-Drag-Carry,Female,32-36,32,36,160.0,75
Sprint-Drag-Carry,Male,37-41,37,41,128.0,75
Sprint-Drag-Carry,Female,37-41,37,41,165.0,75
Sprint-Drag-Carry,Male,42-46,42,46,133.0,75
Sprint-Drag-Carry,Female,42-46,42,46,170.0,75
Sprint-Drag-Carry,Male,47-51,47,51,140.0,75
Sprint-Drag-Carry,Female,47-51,47,51,177.0,75
Sprint-Drag-Carry,Male,52-56,52,56,149.0,75
Sprint-Drag-Carry,Female,52-56,52,56,187.0,75
Sprint-Drag-Carry,Male,57-61,57,61,156.0,75
Sprint-Drag-Carry,Female,57-61,57,61,201.0,75
Sprint-Drag-Carry,Male,Over 62,62,100,161.0,75
Sprint-Drag-Carry,Female,Over 62,62,100,201.0,75
Sprint-Drag-Carry,Male,17-21,17,21,119.0,74
Sprint-Drag-Carry,Female,17-21,17,21,155.0,74
Sprint-Drag-Carry,Male,22-26,22,26,120.0,74
Sprint-Drag-Carry,Female,22-26,22,26,157.0,74
Sprint-Drag-Carry,Male,27-31,27,31,121.0,74
Sprint-Drag-Carry,Female,27-31,27,31,157.0,74
Sprint-Drag-Carry,Male,32-36,32,36,124.0,74
Sprint-Drag-Carry,Female,32-36,32,36,161.0,74
Sprint-Drag-Carry,Male,37-41,37,41,129.0,74
Sprint-Drag-Carry,Female,37-41,37,41,166.0,74
Sprint-Drag-Carry,Male,42-46,42,46,134.0,74
Sprint-Drag-Carry,Female,42-46,42,46,172.0,74
Sprint-Drag-Carry,Male,47-51,47,51,141.0,74
Sprint-Drag-Carry,Female,47-51,47,51,178.0,74
Sprint-Drag-Carry,Male,52-56,52,56,150.0,74
Sprint-Drag-Carry,Female,52-56,52,56,189.0,74
Sprint-Drag-Carry,Male,57-61,57,61,157.0,74
Sprint-Drag-Carry,Female,57-61,57,61,205.0,74
Sprint-Drag-Carry,Male,Over 62,62,100,163.0,74
Sprint-Drag-Carry,Female,Over 62,62,100,205.0,74
Sprint-Drag-Carry,Male,17-21,17,21,120.0,73
Sprint-Drag-Carry,Female,17-21,17,21,157.0,73
Sprint-Drag-Carry,Male,22-26,22,26,121.0,73
Sprint-Drag-Carry,Female,22-26,22,26,158.0,73
Sprint-Drag-Carry,Male,27-31,27,31,122.0,73
Sprint-Drag-Carry,Female,27-31,27,31,158.0,73
Sprint-Drag-Carry,Male,32-36,32,36,125.0,73
Sprint-Drag-Carry,Female,32-36,32,36,163.0,73
Sprint-Drag-Carry,Male,37-41,37,41,130.0,73
Sprint-Drag-Carry,Female,37-41,37,41,167.0,73
Sprint-Drag-Carry,Male,42-46,42,46,135.0,73
Sprint-Drag-Carry,Female,42-46,42,46,173.0,73
Sprint-Drag-Carry,Male,47-51,47,51,143.0,73
Sprint-Drag-Carry,Female,47-51,47,51,179.0,73
Sprint-Drag-Carry,Male,52-56,52,56,151.0,73
Sprint-Drag-Carry,Female,52-56,52,56,190.0,73
Sprint-Drag-Carry,Male,57-61,57,61,158.0,73
Sprint-Drag-Carry,Female,57-61,57,61,212.0,73
Sprint-Drag-Carry,Male,Over 62,62,100,164.0,73
Sprint-Drag-Carry,Female,Over 62,62,100,212.0,73
Sprint-Drag-Carry,Male,17-21,17,21,121.0,72
Sprint-Drag-Carry,Female,17-21,17,21,159.0,72
Sprint-Drag-Carry,Male,22-26,22,26,122.0,72
Sprint-Drag-Carry,Female,22-26,22,26,160.0,72
Sprint-Drag-Carry,Male,27-31,27,31,124.0,72
Sprint-Drag-Carry,Female,27-31,27,31,160.0,72
Sprint-Drag-Carry,Male,32-36,32,36,127.0,72
Sprint-Drag-Carry,Female,32-36,32,36,165.0,72
Sprint-Drag-Carry,Male,37-41,37,41,132.0,72
Sprint-Drag-Carry,Female,37-41,37,41,169.0,72
Sprint-Drag-Carry,Male,42-46,42,46,137.0,72
Sprint-Drag-Carry,Female,42-46,42,46,175.0,72
Sprint-Drag-Carry,Male,47-51,47,51,145.0,72
Sprint-Drag-Carry,Female,47-51,47,51,180.0,72
Sprint-Drag-Carry,Male,52-56,52,56,152.0,72
Sprint-Drag-Carry,Female,52-56,52,56,193.0,72
Sprint-Drag-Carry,Male,57-61,57,61,160.0,72
Sprint-Drag-Carry,Female,57-61,57,61,214.0,72
Sprint-Drag-Carry,Male,Over 62,62,100,166.0,72
Sprint-Drag-Carry,Female,Over 62,62,100,214.0,72
Sprint-Drag-Carry,Male,17-21,17,21,122.0,71
Sprint-Drag-Carry,Female,17-21,17,21,160.0,71
Sprint-Drag-Carry,Male,22-26,22,26,123.0,71
Sprint-Drag-Carry,Female,22-26,22,26,162.0,71
Sprint-Drag-Carry,Male,27-31,27,31,125.0,71
Sprint-Drag-Carry,Female,27-31,27,31,161.0,71
Sprint-Drag-Carry,Male,32-36,32,36,128.0,71
Sprint-Drag-Carry,Female,32-36,32,36,166.0,71
Sprint-Drag-Carry,Male,37-41,37,41,133.0,71
Sprint-Drag-Carry,Female,37-41,37,41,170.0,71
Sprint-Drag-Carry,Male,42-46,42,46,138.0,71
Sprint-Drag-Carry,Female,42-46,42,46,176.0,71
Sprint-Drag-Carry,Male,47-51,47,51,146.0,71
Sprint-Drag-Carry,Female,47-51,47,51,182.0,71
Sprint-Drag-Carry,Male,52-56,52,56,154.0,71
Sprint-Drag-Carry,Female,52-56,52,56,196.0,71
Sprint-Drag-Carry,Male,57-61,57,61,162.0,71
Sprint-Drag-Carry,Female,57-61,57,61,215.0,71
Sprint-Drag-Carry,Male,Over 62,62,100,167.0,71
Sprint-Drag-Carry,Female,Over 62,62,100,215.0,71
Sprint-Drag-Carry,Male,17-21,17,21,123.0,70
Sprint-Drag-Carry,Female,17-21,17,21,161.0,70
Sprint-Drag-Carry,Male,22-26,22,26,125.0,70
Sprint-Drag-Carry,Female,22-26,22,26,163.0,70
Sprint-Drag-Carry,Male,27-31,27,31,126.0,70
Sprint-Drag-Carry,Female,27-31,27,31,163.0,70
Sprint-Drag-Carry,Male,32-36,32,36,130.0,70
Sprint-Drag-Carry,Female,32-36,32,36,167.0,70
Sprint-Drag-Carry,Male,37-41,37,41,134.0,70
